,Problem,Step,Success,Skill,Opportunity,Student_ID
2264,DESIGNING_A_QUILT,(AREA QUESTION2),0,triangle-area,7,28
2265,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),0,compose-by-multiplication,5,28
2266,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),0,compose-by-multiplication,6,28
2267,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,7,28
2268,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,8,28
2269,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,9,28
2270,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,10,28
2271,DESIGNING_A_QUILT,(AREA QUESTION3),0,triangle-area,8,28
2272,PENTAGON_ABCDE,(AREA QUESTION1),0,pentagon-area,4,28
2273,PENTAGON_ABCDE,(APOTHEM QUESTION2),0,pentagon-area,5,28
2274,PENTAGON_ABCDE,(SIDE QUESTION3),0,pentagon-area,6,28
2275,TRIANGLE_AREA,(AREA QUESTION1),1,triangle-area,9,28
2276,TRIANGLE_HEIGHT,(HEIGHT QUESTION2),1,triangle-area,10,28
2277,TRIANGLE_BASE,(BASE QUESTION3),0,triangle-area,11,28
2278,DESIGNING_A_QUILT,(AREA QUESTION1),1,triangle-area,12,28
2279,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),1,compose-by-multiplication,11,28
2280,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),1,compose-by-multiplication,12,28
2281,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),1,compose-by-multiplication,13,28
2282,DESIGNING_A_QUILT,(AREA QUESTION2),1,triangle-area,13,28
2283,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),1,compose-by-multiplication,14,28
2284,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),1,compose-by-multiplication,15,28
2285,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,16,28
2286,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,14,28
2287,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,17,28
2288,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,18,28
2289,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,19,28
2290,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,7,28
2291,PENTAGON_ABCDE,(APOTHEM QUESTION2),0,pentagon-area,8,28
2292,PENTAGON_ABCDE,(SIDE QUESTION3),0,pentagon-area,9,28
2293,PENTAGON,(AREA QUESTION1),0,pentagon-area,10,28
2294,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,11,28
2295,PENTAGON,(SIDE QUESTION3),0,pentagon-area,12,28
2296,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,13,28
2297,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,14,28
2298,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,15,28
2299,TRIANGLE_ABC,(AREA QUESTION1),1,triangle-area,15,28
2300,TRIANGLE_ABC,(HEIGHT QUESTION2),1,triangle-area,16,28
2301,TRIANGLE_ABC,(BASE QUESTION3),0,triangle-area,17,28
2302,TRIANGLE_HEIGHT,(HEIGHT QUESTION2),1,triangle-area,18,28
2303,PENTAGON,(AREA QUESTION1),1,pentagon-area,16,28
2304,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,17,28
2305,PENTAGON,(SIDE QUESTION3),0,pentagon-area,18,28
2306,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,19,28
2307,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,20,28
2308,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,21,28
2309,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,1,28
2310,CIRCLE_O,(AREA QUESTION1),0,circle-area,1,28
2311,CIRCLE_O,(CIRCUMFERENCE QUESTION1),0,circle-circumference,1,28
2312,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,28
2313,CIRCLE_O,(AREA QUESTION2),0,circle-area,2,28
2314,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,28
2315,CIRCLE_O,(RADIUS QUESTION3),0,circle-area,3,28
2316,CIRCLE_O,(DIAMETER QUESTION3),0,circle-diameter,3,28
2317,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,3,28
2318,CIRCLE_O,(RADIUS QUESTION4),0,circle-diameter,4,28
2319,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,4,28
2320,CIRCLE_O,(AREA QUESTION4),1,circle-area,4,28
2321,LAWN_SPRINKLER,(AREA QUESTION1),0,circle-area,5,28
2322,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,6,28
2323,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,5,28
2324,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,28
2325,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,5,28
2326,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,28
2327,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),1,square-area,19,28
2328,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),1,compose-by-addition,7,28
2329,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,28
2330,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,9,28
2331,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,28
2332,CIRCLE_AREA,(RADIUS QUESTION3),1,circle-area,10,28
2333,CIRCLE_AREA,(DIAMETER QUESTION3),1,circle-diameter,7,28
2334,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,7,28
2335,TROGS,(SQUARE-AREA QUESTION1),1,square-area,20,28
2336,TROGS,(TROG-HEIGHT QUESTION1),0,equi-tri-height?,1,28
2337,TROGS,(TROG-AREA QUESTION1),1,triangle-area,19,28
2338,TROGS,(SCRAP-METAL-AREA QUESTION1),0,compose-by-addition,8,28
2339,TROGS,(SQUARE-AREA QUESTION2),1,square-area,21,28
2340,TROGS,(TROG-HEIGHT QUESTION2),1,equi-tri-height?,2,28
2341,TROGS,(TROG-AREA QUESTION2),0,triangle-area,20,28
2342,TROGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,9,28
2343,TROGS,(SQUARE-AREA QUESTION3),1,square-area,22,28
2344,TROGS,(TROG-HEIGHT QUESTION3),1,equi-tri-height?,3,28
2345,TROGS,(TROG-AREA QUESTION3),0,triangle-area,21,28
2346,TROGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,10,28
2347,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),1,square-area,23,28
2348,WATERING_VEGGIES,(WATERED-AREA QUESTION1),0,circle-area,11,28
2349,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),1,compose-by-addition,11,28
2350,POGS,(SQUARE-AREA QUESTION1),1,square-area,24,28
2351,POGS,(POG-AREA QUESTION1),1,circle-area,12,28
2352,POGS,(SCRAP-METAL-AREA QUESTION1),0,compose-by-addition,12,28
2353,POGS,(SQUARE-AREA QUESTION2),1,square-area,25,28
2354,POGS,(POG-AREA QUESTION2),1,circle-area,13,28
2355,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,13,28
2356,POGS,(SQUARE-AREA QUESTION3),1,square-area,26,28
2357,POGS,(POG-AREA QUESTION3),1,circle-area,14,28
2358,POGS,(SCRAP-METAL-AREA QUESTION3),0,compose-by-addition,14,28
2359,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),1,circle-area,15,28
2360,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),0,compose-by-addition,15,28
2361,ONE_CIRCLE_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,27,28
2362,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),0,compose-by-addition,16,28
2363,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),1,compose-by-addition,17,28
2364,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_S QUESTION1),1,circle-area,16,28
2365,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_O QUESTION1),1,circle-area,17,28
2366,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),0,circle-area,18,28
2367,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),0,compose-by-addition,18,28
2368,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),1,compose-by-multiplication,20,28
2369,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,28,28
2370,TWO_CIRCLES_IN_SQUARE,(CIRCLE-AREA QUESTION1),1,circle-area,19,28
2371,TWO_CIRCLES_IN_SQUARE,(UNSHADED-AREA QUESTION1),1,compose-by-multiplication,21,28
2372,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,19,28
2373,POGS,(SQUARE-AREA QUESTION1),1,square-area,29,28
2374,POGS,(POG-AREA QUESTION1),1,circle-area,20,28
2375,POGS,(SCRAP-METAL-AREA QUESTION1),0,compose-by-addition,20,28
2376,POGS,(SQUARE-AREA QUESTION2),0,square-area,30,28
2377,POGS,(POG-AREA QUESTION2),1,circle-area,21,28
2378,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,21,28
2379,POGS,(SQUARE-AREA QUESTION3),1,square-area,31,28
2380,POGS,(POG-AREA QUESTION3),1,circle-area,22,28
2381,POGS,(SCRAP-METAL-AREA QUESTION3),0,compose-by-addition,22,28
2382,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),1,compose-by-multiplication,22,28
2383,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,32,28
2384,TWO_CIRCLES_IN_SQUARE,(UNSHADED-AREA QUESTION1),1,compose-by-multiplication,23,28
2385,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,23,28
2386,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),0,circle-diameter,8,28
2387,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),0,circle-area,23,28
2388,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),1,circle-circumference,8,28
2389,TRIANGLE_TRIANGLE,(AREA QUESTION1),1,triangle-area,22,28
2390,TRIANGLE_AREA,(AREA QUESTION1),1,triangle-area,23,28
2391,COVERING_POOL,(RADIUS QUESTION1),0,circle-area,24,28
2392,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,9,28
2393,TRIANGLE_RECTANGLE,(BASE QUESTION1),1,compose-by-multiplication,24,28
2394,TRIANGLE_RECTANGLE,(AREA QUESTION1),1,triangle-area,24,28
2395,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,10,28
2396,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,25,28
2397,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),0,circle-circumference,9,28
2398,CIRCLE_AREA,(RADIUS QUESTION3),0,circle-area,26,28
2399,CIRCLE_AREA,(DIAMETER QUESTION3),0,circle-diameter,11,28
2400,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,10,28
2401,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),0,circle-diameter,12,28
2402,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),1,circle-circumference,11,28
2403,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),1,circle-area,27,28
2404,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,13,28
2405,CIRCLE_O,(AREA QUESTION1),1,circle-area,28,28
2406,CIRCLE_O,(CIRCUMFERENCE QUESTION1),1,circle-circumference,12,28
2407,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,14,28
2408,CIRCLE_O,(AREA QUESTION2),1,circle-area,29,28
2409,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,13,28
2410,CIRCLE_O,(RADIUS QUESTION3),0,circle-area,30,28
2411,CIRCLE_O,(DIAMETER QUESTION3),1,circle-diameter,15,28
2412,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,14,28
2413,CIRCLE_O,(RADIUS QUESTION4),0,circle-diameter,16,28
2414,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,15,28
2415,CIRCLE_O,(AREA QUESTION4),1,circle-area,31,28
2416,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,32,28
2417,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,17,28
2418,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,18,28
2419,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,33,28
2420,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,16,28
2421,CIRCLE_AREA,(RADIUS QUESTION3),1,circle-area,34,28
2422,CIRCLE_AREA,(DIAMETER QUESTION3),1,circle-diameter,19,28
2423,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,17,28
2424,RECTANGLE_ABCD,(AREA QUESTION1),1,square-area,1,46
2425,RECTANGLE_ABCD,(HEIGHT QUESTION2),1,square-area,2,46
2426,RECTANGLE_ABCD,(BASE QUESTION3),1,square-area,3,46
2427,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),0,square-area,4,46
2428,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),1,square-area,5,46
2429,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),1,compose-by-addition,1,46
2430,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),1,square-area,6,46
2431,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),1,square-area,7,46
2432,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),1,square-area,8,46
2433,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),1,square-area,9,46
2434,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),1,compose-by-addition,2,46
2435,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),1,compose-by-addition,3,46
2436,PARALLELOGRAM_ABDE,(AREA QUESTION1),1,parallelogram-area,1,46
2437,PARALLELOGRAM_ABDE,(HEIGHT QUESTION2),1,parallelogram-area,2,46
2438,PARALLELOGRAM_ABDE,(BASE QUESTION3),0,parallelogram-area,3,46
2439,SQUARE_ABCD,(AREA QUESTION1),1,square-area,10,46
2440,SQUARE_ABCD,(HEIGHT QUESTION2),1,square-area,11,46
2441,SQUARE_ABCD,(BASE QUESTION3),1,square-area,12,46
2442,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,13,46
2443,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),1,square-area,14,46
2444,PAINTING_THE_WALL,(WALL-AREA QUESTION1),1,square-area,15,46
2445,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),0,compose-by-addition,4,46
2446,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,16,46
2447,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,5,46
2448,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,17,46
2449,PAINTING_THE_WALL,(WALL-AREA QUESTION3),1,square-area,18,46
2450,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,6,46
2451,RECTANGLE_HEIGHT,(HEIGHT QUESTION2),1,square-area,19,46
2452,PAINTING_THE_WALL,(WALL-AREA QUESTION1),0,square-area,20,46
2453,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),1,square-area,21,46
2454,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),1,compose-by-addition,7,46
2455,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,22,46
2456,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,23,46
2457,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,8,46
2458,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,24,46
2459,PAINTING_THE_WALL,(WALL-AREA QUESTION3),1,square-area,25,46
2460,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,9,46
2461,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,1,46
2462,TRAPEZOID_ABCD,(HEIGHT QUESTION3),0,trapezoid-area,2,46
2463,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,3,46
2464,TRAPEZOID_AREA,(AREA QUESTION1),1,trapezoid-area,4,46
2465,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),0,trapezoid-area,5,46
2466,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,6,46
2467,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,7,46
2468,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,8,46
2469,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,9,46
2470,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),1,trapezoid-area,10,46
2471,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,11,46
2472,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,12,46
2473,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),0,trapezoid-area,13,46
2474,TRAPEZOID_ABCD,(HEIGHT QUESTION3),0,trapezoid-area,14,46
2475,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),1,trapezoid-area,15,46
2476,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,16,46
2477,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,17,46
2478,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,18,46
2479,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,19,46
2480,TRIANGLE_ABC,(AREA QUESTION1),1,triangle-area,1,46
2481,TRIANGLE_ABC,(HEIGHT QUESTION2),1,triangle-area,2,46
2482,TRIANGLE_ABC,(BASE QUESTION3),1,triangle-area,3,46
2483,TRIANGLE_TRIANGLE,(AREA QUESTION1),1,triangle-area,4,46
2484,PENTAGON,(AREA QUESTION1),0,pentagon-area,1,46
2485,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,2,46
2486,PENTAGON,(SIDE QUESTION3),1,pentagon-area,3,46
2487,TRIANGLE_RECTANGLE,(BASE QUESTION1),1,compose-by-multiplication,1,46
2488,TRIANGLE_RECTANGLE,(AREA QUESTION1),1,triangle-area,5,46
2489,DESIGNING_A_QUILT,(AREA QUESTION1),1,triangle-area,6,46
2490,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),1,compose-by-multiplication,2,46
2491,DESIGNING_A_QUILT,(AREA QUESTION2),1,triangle-area,7,46
2492,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),1,compose-by-multiplication,3,46
2493,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),1,compose-by-multiplication,4,46
2494,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),1,compose-by-multiplication,5,46
2495,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),1,compose-by-multiplication,6,46
2496,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,7,46
2497,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,8,46
2498,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,8,46
2499,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,9,46
2500,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,10,46
2501,PENTAGON_ABCDE,(AREA QUESTION1),0,pentagon-area,4,46
2502,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,5,46
2503,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,6,46
2504,PENTAGON,(AREA QUESTION1),1,pentagon-area,7,46
2505,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,8,46
2506,PENTAGON,(SIDE QUESTION3),1,pentagon-area,9,46
2507,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,10,46
2508,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,11,46
2509,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,12,46
2510,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,1,46
2511,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,46
2512,CIRCLE_O,(AREA QUESTION1),0,circle-area,1,46
2513,CIRCLE_O,(AREA QUESTION2),1,circle-area,2,46
2514,CIRCLE_O,(CIRCUMFERENCE QUESTION1),0,circle-circumference,1,46
2515,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,46
2516,CIRCLE_O,(RADIUS QUESTION3),1,circle-area,3,46
2517,CIRCLE_O,(DIAMETER QUESTION3),1,circle-diameter,3,46
2518,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,3,46
2519,CIRCLE_O,(RADIUS QUESTION4),1,circle-diameter,4,46
2520,CIRCLE_O,(AREA QUESTION4),0,circle-area,4,46
2521,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,4,46
2522,LAWN_SPRINKLER,(AREA QUESTION1),1,circle-area,5,46
2523,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,6,46
2524,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,5,46
2525,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,46
2526,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,5,46
2527,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,46
2528,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),1,square-area,26,46
2529,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),1,compose-by-addition,10,46
2530,TROGS,(SQUARE-AREA QUESTION1),1,square-area,27,46
2531,TROGS,(TROG-HEIGHT QUESTION1),1,equi-tri-height?,1,46
2532,TROGS,(TROG-AREA QUESTION1),1,triangle-area,9,46
2533,TROGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,11,46
2534,TROGS,(TROG-HEIGHT QUESTION2),0,equi-tri-height?,2,46
2535,TROGS,(TROG-AREA QUESTION2),1,triangle-area,10,46
2536,TROGS,(SQUARE-AREA QUESTION2),1,square-area,28,46
2537,TROGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,12,46
2538,TROGS,(TROG-HEIGHT QUESTION3),1,equi-tri-height?,3,46
2539,TROGS,(TROG-AREA QUESTION3),1,triangle-area,11,46
2540,TROGS,(SQUARE-AREA QUESTION3),1,square-area,29,46
2541,TROGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,13,46
2542,WATERING_VEGGIES,(WATERED-AREA QUESTION1),1,circle-area,9,46
2543,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),1,square-area,30,46
2544,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),1,compose-by-addition,14,46
2545,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,15,46
2546,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,16,46
2547,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,17,46
2548,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),1,circle-area,10,46
2549,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),1,compose-by-addition,18,46
2550,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,19,46
2551,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),0,compose-by-addition,20,46
2552,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),1,compose-by-addition,21,46
2553,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),1,compose-by-multiplication,11,46
2554,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,22,46
2555,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,46
2556,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,11,46
2557,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,46
2558,LAWN_SPRINKLER,(AREA QUESTION1),1,circle-area,12,46
2559,RECTANGLE_ABCD,(AREA QUESTION1),1,square-area,1,30
2560,RECTANGLE_ABCD,(HEIGHT QUESTION2),1,square-area,2,30
2561,RECTANGLE_ABCD,(BASE QUESTION3),1,square-area,3,30
2562,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),1,square-area,4,30
2563,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),1,square-area,5,30
2564,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),1,compose-by-addition,1,30
2565,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),1,square-area,6,30
2566,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),1,square-area,7,30
2567,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),1,compose-by-addition,2,30
2568,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),1,square-area,8,30
2569,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),1,square-area,9,30
2570,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),1,compose-by-addition,3,30
2571,PARALLELOGRAM_ABDE,(AREA QUESTION1),1,parallelogram-area,1,30
2572,PARALLELOGRAM_ABDE,(HEIGHT QUESTION2),1,parallelogram-area,2,30
2573,PARALLELOGRAM_ABDE,(BASE QUESTION3),1,parallelogram-area,3,30
2574,SQUARE_ABCD,(AREA QUESTION1),1,square-area,10,30
2575,SQUARE_ABCD,(HEIGHT QUESTION2),1,square-area,11,30
2576,SQUARE_ABCD,(BASE QUESTION3),1,square-area,12,30
2577,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),0,square-area,13,30
2578,PAINTING_THE_WALL,(WALL-AREA QUESTION1),0,square-area,14,30
2579,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),0,compose-by-addition,4,30
2580,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,15,30
2581,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,16,30
2582,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,5,30
2583,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,17,30
2584,PAINTING_THE_WALL,(WALL-AREA QUESTION3),1,square-area,18,30
2585,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,6,30
2586,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,1,30
2587,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),0,trapezoid-area,2,30
